region_code,label,count
x217y055,x217y055,"1"
x217y056,x217y056,"1"
x217y057,x217y057,"1"
x217y058,x217y058,"1"
x217y059,x217y059,"1"
x217y060,x217y060,"1"
x217y061,x217y061,"1"
x217y062,x217y062,"1"
x217y063,x217y063,"1"
x217y064,x217y064,"1"
x217y065,x217y065,"1"
x217y066,x217y066,"1"
x217y067,x217y067,"1"
x217y068,x217y068,"1"
x217y069,x217y069,"1"
x217y070,x217y070,"1"
x217y071,x217y071,"1"
x217y072,x217y072,"1"
x217y073,x217y073,"1"
x217y074,x217y074,"1"
x217y075,x217y075,"1"
x217y076,x217y076,"1"
x217y077,x217y077,"1"
x217y078,x217y078,"1"
x217y079,x217y079,"1"
x217y080,x217y080,"1"
x217y081,x217y081,"1"
x217y082,x217y082,"1"
x217y083,x217y083,"1"
x217y084,x217y084,"1"
x217y085,x217y085,"1"
x217y086,x217y086,"1"
x217y087,x217y087,"1"
x217y088,x217y088,"1"
x217y089,x217y089,"1"
x217y090,x217y090,"1"
x217y091,x217y091,"1"
x217y092,x217y092,"1"
x217y093,x217y093,"1"
x217y094,x217y094,"1"
x217y095,x217y095,"1"
x217y096,x217y096,"1"
x217y097,x217y097,"1"
x217y098,x217y098,"1"
x217y099,x217y099,"1"
x217y100,x217y100,"1"
x217y101,x217y101,"1"
x217y102,x217y102,"1"
x217y103,x217y103,"1"
x217y104,x217y104,"1"
x217y105,x217y105,"1"
x217y106,x217y106,"1"
x218y053,x218y053,"1"
x218y054,x218y054,"1"
x218y055,x218y055,"1"
x218y056,x218y056,"1"
x218y057,x218y057,"1"
x218y058,x218y058,"1"
x218y059,x218y059,"1"
x218y060,x218y060,"1"
x218y061,x218y061,"1"
x218y062,x218y062,"1"
x218y063,x218y063,"1"
x218y064,x218y064,"1"
x218y065,x218y065,"1"
x218y066,x218y066,"1"
x218y067,x218y067,"1"
x218y068,x218y068,"1"
x218y069,x218y069,"1"
x218y070,x218y070,"1"
x218y071,x218y071,"1"
x218y072,x218y072,"1"
x218y073,x218y073,"1"
x218y074,x218y074,"1"
x218y075,x218y075,"1"
x218y076,x218y076,"1"
x218y077,x218y077,"1"
x218y078,x218y078,"1"
x218y079,x218y079,"1"
x218y080,x218y080,"1"
x218y081,x218y081,"1"
x218y082,x218y082,"1"
x218y083,x218y083,"1"
x218y084,x218y084,"1"
x218y085,x218y085,"1"
x218y086,x218y086,"1"
x218y087,x218y087,"1"
x218y088,x218y088,"1"
x218y089,x218y089,"1"
x218y090,x218y090,"1"
x218y091,x218y091,"1"
x218y092,x218y092,"1"
x218y093,x218y093,"1"
x218y094,x218y094,"1"
x218y095,x218y095,"1"
x218y096,x218y096,"1"
x218y097,x218y097,"1"
x218y098,x218y098,"1"
x218y099,x218y099,"1"
x218y100,x218y100,"1"
x218y101,x218y101,"1"
x218y102,x218y102,"1"
x218y103,x218y103,"1"
x218y104,x218y104,"1"
x218y105,x218y105,"1"
x219y054,x219y054,"1"
x219y055,x219y055,"1"
x219y056,x219y056,"1"
x219y057,x219y057,"1"
x219y058,x219y058,"1"
x219y059,x219y059,"1"
x219y060,x219y060,"1"
x219y061,x219y061,"1"
x219y062,x219y062,"1"
x219y063,x219y063,"1"
x219y064,x219y064,"1"
x219y065,x219y065,"1"
x219y066,x219y066,"1"
x219y067,x219y067,"1"
x219y068,x219y068,"1"
x219y069,x219y069,"1"
x219y070,x219y070,"1"
x219y071,x219y071,"1"
x219y072,x219y072,"1"
x219y073,x219y073,"1"
x219y074,x219y074,"1"
x219y075,x219y075,"1"
x219y076,x219y076,"1"
x219y077,x219y077,"1"
x219y078,x219y078,"1"
x219y079,x219y079,"1"
x219y080,x219y080,"1"
x219y081,x219y081,"1"
x219y082,x219y082,"1"
x219y083,x219y083,"1"
x219y084,x219y084,"1"
x219y085,x219y085,"1"
x219y086,x219y086,"1"
x219y087,x219y087,"1"
x219y088,x219y088,"1"
x219y089,x219y089,"1"
x219y090,x219y090,"1"
x219y091,x219y091,"1"
x219y092,x219y092,"1"
x219y093,x219y093,"1"
x219y094,x219y094,"1"
x219y095,x219y095,"1"
x219y096,x219y096,"1"
x219y097,x219y097,"1"
x219y098,x219y098,"1"
x219y099,x219y099,"1"
x219y100,x219y100,"1"
x219y101,x219y101,"1"
x220y054,x220y054,"1"
x220y055,x220y055,"1"
x220y056,x220y056,"1"
x220y057,x220y057,"1"
x220y058,x220y058,"1"
x220y059,x220y059,"1"
x220y060,x220y060,"1"
x220y061,x220y061,"1"
x220y062,x220y062,"1"
x220y063,x220y063,"1"
x220y064,x220y064,"1"
x220y065,x220y065,"1"
x220y066,x220y066,"1"
x220y067,x220y067,"1"
x220y068,x220y068,"1"
x220y069,x220y069,"1"
x220y070,x220y070,"1"
x220y071,x220y071,"1"
x220y072,x220y072,"1"
x220y073,x220y073,"1"
x220y074,x220y074,"1"
x220y075,x220y075,"1"
x220y076,x220y076,"1"
x220y077,x220y077,"1"
x220y078,x220y078,"1"
x220y079,x220y079,"1"
x220y080,x220y080,"1"
x220y081,x220y081,"1"
x220y082,x220y082,"1"
x220y083,x220y083,"1"
x220y084,x220y084,"1"
x220y085,x220y085,"1"
x220y086,x220y086,"1"
x220y087,x220y087,"1"
x220y088,x220y088,"1"
x220y089,x220y089,"1"
x220y090,x220y090,"1"
x220y091,x220y091,"1"
x220y092,x220y092,"1"
x220y093,x220y093,"1"
x220y094,x220y094,"1"
x220y095,x220y095,"1"
x220y096,x220y096,"1"
x220y097,x220y097,"1"
x220y098,x220y098,"1"
x220y099,x220y099,"1"
x220y100,x220y100,"1"
x221y055,x221y055,"1"
x221y056,x221y056,"1"
x221y057,x221y057,"1"
x221y058,x221y058,"1"
x221y059,x221y059,"1"
x221y060,x221y060,"1"
x221y061,x221y061,"1"
x221y062,x221y062,"1"
x221y063,x221y063,"1"
x221y066,x221y066,"1"
x221y067,x221y067,"1"
x221y069,x221y069,"1"
x221y070,x221y070,"1"
x221y071,x221y071,"1"
x221y072,x221y072,"1"
x221y073,x221y073,"1"
x221y074,x221y074,"1"
x221y075,x221y075,"1"
x221y076,x221y076,"1"
x221y077,x221y077,"1"
x221y078,x221y078,"1"
x221y079,x221y079,"1"
x221y080,x221y080,"1"
x221y081,x221y081,"1"
x221y082,x221y082,"1"
x221y083,x221y083,"1"
x221y084,x221y084,"1"
x221y085,x221y085,"1"
x221y086,x221y086,"1"
x221y087,x221y087,"1"
x221y088,x221y088,"1"
x221y089,x221y089,"1"
x221y090,x221y090,"1"
x221y091,x221y091,"1"
x221y092,x221y092,"1"
x221y093,x221y093,"1"
x221y094,x221y094,"1"
x221y095,x221y095,"1"
x221y096,x221y096,"1"
x221y097,x221y097,"1"
x221y098,x221y098,"1"
x222y057,x222y057,"1"
x222y058,x222y058,"1"
x222y073,x222y073,"1"
x222y074,x222y074,"1"
x222y075,x222y075,"1"
x222y076,x222y076,"1"
x222y077,x222y077,"1"
x222y078,x222y078,"1"
x222y079,x222y079,"1"
x222y080,x222y080,"1"
x222y081,x222y081,"1"
x222y082,x222y082,"1"
x222y083,x222y083,"1"
x222y084,x222y084,"1"
x222y085,x222y085,"1"
x222y086,x222y086,"1"
x222y087,x222y087,"1"
x222y088,x222y088,"1"
x222y089,x222y089,"1"
x222y090,x222y090,"1"
x222y091,x222y091,"1"
x222y092,x222y092,"1"
x222y093,x222y093,"1"
x222y094,x222y094,"1"
x222y095,x222y095,"1"
x222y096,x222y096,"1"
x222y097,x222y097,"1"
x223y054,x223y054,"1"
x223y075,x223y075,"1"
x223y076,x223y076,"1"
x223y077,x223y077,"1"
x223y078,x223y078,"1"
x223y079,x223y079,"1"
x223y080,x223y080,"1"
x223y081,x223y081,"1"
x223y082,x223y082,"1"
x223y083,x223y083,"1"
x223y084,x223y084,"1"
x223y085,x223y085,"1"
x223y086,x223y086,"1"
x223y087,x223y087,"1"
x223y088,x223y088,"1"
x223y089,x223y089,"1"
x223y090,x223y090,"1"
x223y091,x223y091,"1"
x223y092,x223y092,"1"
x223y093,x223y093,"1"
x223y094,x223y094,"1"
x223y095,x223y095,"1"
x224y045,x224y045,"1"
x224y046,x224y046,"1"
x224y047,x224y047,"1"
x224y048,x224y048,"1"
x224y049,x224y049,"1"
x224y060,x224y060,"1"
x224y061,x224y061,"1"
x224y076,x224y076,"1"
x224y077,x224y077,"1"
x224y078,x224y078,"1"
x224y079,x224y079,"1"
x224y080,x224y080,"1"
x224y081,x224y081,"1"
x224y082,x224y082,"1"
x224y083,x224y083,"1"
x224y084,x224y084,"1"
x224y085,x224y085,"1"
x224y086,x224y086,"1"
x224y087,x224y087,"1"
x224y088,x224y088,"1"
x224y089,x224y089,"1"
x224y090,x224y090,"1"
x224y091,x224y091,"1"
x224y092,x224y092,"1"
x224y093,x224y093,"1"
x224y094,x224y094,"1"
x224y095,x224y095,"1"
x225y044,x225y044,"1"
x225y045,x225y045,"1"
x225y046,x225y046,"1"
x225y047,x225y047,"1"
x225y048,x225y048,"1"
x225y049,x225y049,"1"
x225y050,x225y050,"1"
x225y051,x225y051,"1"
x225y052,x225y052,"1"
x225y053,x225y053,"1"
x225y054,x225y054,"1"
x225y055,x225y055,"1"
x225y060,x225y060,"1"
x225y061,x225y061,"1"
x225y078,x225y078,"1"
x225y079,x225y079,"1"
x225y080,x225y080,"1"
x225y081,x225y081,"1"
x225y082,x225y082,"1"
x225y083,x225y083,"1"
x225y084,x225y084,"1"
x225y085,x225y085,"1"
x225y086,x225y086,"1"
x225y087,x225y087,"1"
x225y088,x225y088,"1"
x225y089,x225y089,"1"
x225y090,x225y090,"1"
x225y091,x225y091,"1"
x226y044,x226y044,"1"
x226y045,x226y045,"1"
x226y046,x226y046,"1"
x226y047,x226y047,"1"
x226y048,x226y048,"1"
x226y049,x226y049,"1"
x226y050,x226y050,"1"
x226y051,x226y051,"1"
x226y052,x226y052,"1"
x226y053,x226y053,"1"
x226y054,x226y054,"1"
x226y055,x226y055,"1"
x226y056,x226y056,"1"
x226y059,x226y059,"1"
x226y060,x226y060,"1"
x226y079,x226y079,"1"
x226y080,x226y080,"1"
x226y081,x226y081,"1"
x226y082,x226y082,"1"
x226y083,x226y083,"1"
x226y084,x226y084,"1"
x226y085,x226y085,"1"
x226y086,x226y086,"1"
x226y087,x226y087,"1"
x226y088,x226y088,"1"
x226y089,x226y089,"1"
x226y090,x226y090,"1"
x226y091,x226y091,"1"
x227y044,x227y044,"1"
x227y045,x227y045,"1"
x227y046,x227y046,"1"
x227y047,x227y047,"1"
x227y048,x227y048,"1"
x227y049,x227y049,"1"
x227y050,x227y050,"1"
x227y051,x227y051,"1"
x227y052,x227y052,"1"
x227y053,x227y053,"1"
x227y054,x227y054,"1"
x227y055,x227y055,"1"
x227y056,x227y056,"1"
x227y080,x227y080,"1"
x227y081,x227y081,"1"
x227y082,x227y082,"1"
x227y083,x227y083,"1"
x227y084,x227y084,"1"
x227y085,x227y085,"1"
x227y086,x227y086,"1"
x227y087,x227y087,"1"
x227y088,x227y088,"1"
x227y089,x227y089,"1"
x227y090,x227y090,"1"
x227y091,x227y091,"1"
x228y044,x228y044,"1"
x228y045,x228y045,"1"
x228y046,x228y046,"1"
x228y047,x228y047,"1"
x228y048,x228y048,"1"
x228y049,x228y049,"1"
x228y050,x228y050,"1"
x228y051,x228y051,"1"
x228y052,x228y052,"1"
x228y053,x228y053,"1"
x228y054,x228y054,"1"
x228y055,x228y055,"1"
x228y056,x228y056,"1"
x228y057,x228y057,"1"
x228y058,x228y058,"1"
x228y081,x228y081,"1"
x228y082,x228y082,"1"
x228y083,x228y083,"1"
x228y084,x228y084,"1"
x228y085,x228y085,"1"
x228y086,x228y086,"1"
x228y087,x228y087,"1"
x228y088,x228y088,"1"
x228y089,x228y089,"1"
x228y090,x228y090,"1"
x228y091,x228y091,"1"
x229y047,x229y047,"1"
x229y048,x229y048,"1"
x229y049,x229y049,"1"
x229y050,x229y050,"1"
x229y051,x229y051,"1"
x229y052,x229y052,"1"
x229y053,x229y053,"1"
x229y054,x229y054,"1"
x229y055,x229y055,"1"
x229y056,x229y056,"1"
x229y057,x229y057,"1"
x229y058,x229y058,"1"
x229y059,x229y059,"1"
x229y060,x229y060,"1"
x229y082,x229y082,"1"
x229y083,x229y083,"1"
x229y084,x229y084,"1"
x229y085,x229y085,"1"
x229y086,x229y086,"1"
x229y087,x229y087,"1"
x229y088,x229y088,"1"
x229y089,x229y089,"1"
x229y090,x229y090,"1"
x229y091,x229y091,"1"
x230y050,x230y050,"1"
x230y051,x230y051,"1"
x230y052,x230y052,"1"
x230y053,x230y053,"1"
x230y054,x230y054,"1"
x230y055,x230y055,"1"
x230y056,x230y056,"1"
x230y057,x230y057,"1"
x230y058,x230y058,"1"
x230y059,x230y059,"1"
x230y060,x230y060,"1"
x230y061,x230y061,"1"
x230y084,x230y084,"1"
x230y085,x230y085,"1"
x230y086,x230y086,"1"
x230y087,x230y087,"1"
x230y088,x230y088,"1"
x230y089,x230y089,"1"
x230y090,x230y090,"1"
x230y091,x230y091,"1"
x230y092,x230y092,"1"
x231y054,x231y054,"1"
x231y055,x231y055,"1"
x231y056,x231y056,"1"
x231y057,x231y057,"1"
x231y058,x231y058,"1"
x231y059,x231y059,"1"
x231y060,x231y060,"1"
x231y087,x231y087,"1"
x231y088,x231y088,"1"
x231y089,x231y089,"1"
x231y090,x231y090,"1"
x231y091,x231y091,"1"
x231y092,x231y092,"1"
x232y089,x232y089,"1"
x232y090,x232y090,"1"
x232y091,x232y091,"1"
x232y092,x232y092,"1"
